janamdivas	जन्मदिवस
ajanala	अजनाला
lakshmichandr	लक्ष्मीचंद्र
peradocs	पैराडॉक्स
apartments	अपार्टमेंट्स
chhayachitr	छायाचित्र
dhurav	धु्रव
sakharam	सखाराम
jalvaahi	जलवाही
rhansahan	रहनसहन
therapy	थैरपी
sajhedari	साझेदारी
kalpnikta	काल्पनिकता
sammilan	सम्मिलन
chadhakar	चढ़ाकर
vinati	विनती
prichchhaa	पृच्छा
jasour	जैसोर
harbal	हर्बल
kathuriya	कथूरिया
oxykaran	ऑक्सीकरण
kansua	कंसुआ
nuakayan	नौकायन
adambarpurn	आडंबरपूर्ण
maranoparant	मरणोपरांत
smoothing	स्मूथरिंग
shivputra	शिवपुत्र
agyaatvaas	अज्ञातवास
balance	वेलेस
faridpur	फरीदपुर
fencing	फेंसिंग
rajkosh	राजकोष
bulvaya	बुलवाया
feekee	फीकी
gathiya	गठिया
shilpakari	शिल्पकारी
waheed	वहीद
mansion	मैंशन
dressden	ड्रेसडेन
hsuantsang	ह्वेनसांग
vidhyak	विधयक
anichukh	अनिच्छुक
palbhar	पलभर
paalampur	पालमपुर
pramanikrut	प्रमाणीकृत
kitbhakshi	कीटभक्षी
anshakalik	अंशकालिक
podar	पोद्दार
akarmanyata	अकर्मण्यता
uttarane	उतरने
mukadamen	मुकदमें
sampraday	संप्रदाय
upaniyam	उपनियम
mahadevon	महादेवों
coorg	कुर्ग
curzon	कर्ज़न
bhojanshala	भोजनशाला
aatmanirbhar	आत्मनिर्भर
purvashad	पूर्वाषाढ़
tora	तोड़ा
shatkarma	षट्कर्म
chhichla	छिछला
upacharon	उपचारों
samnvayan	समन्वयन
karyanivit	कार्यान्वित
bandhak	बंधक
likhaya	लिखाया
ashlilta	अश्लीलता
machharon	मच्छरों
ghatta	घटता
kafile	काफिले
jhapatane	झपटने
vishalkay	विशालकाय
sheetkaliin	शीतकालीन
charya	चर्या
deependra	दीपेंद्र
worst	वर्स्ट
faujiyon	फौजियों
bavadiyon	बावड़ियों
bhogenge	भोगेंगे
badhavas	बदहवास
janlokpaal	जनलोकपाल
ranbaankuro	रणबांकुरो
darshata	दर्शाता
milae	मिलाए
goleeyon	गोलियों
ajwa	अजवा
kabje	कब्जे
neev	नींव
kaurniya	कॉर्निया
niyamon	नियमों
harfanmoula	हरफनमौला
mehanatakash	मेहनतकश
ajamal	अजमल
dsent	डिसेंट
chaldhal	चालढाल
ramamoorti	राममूर्ती
afjaal	अफजाल
lokbhasha	लोकभाषा
aatishbaaji	आतिशबाजी
vaanchit	वांछित
ganeshotsav	गणेशोत्सव
kamiyan	कमियां
saraypali	सरायपाली
anumodit	अनुमोदित
dudhnaath	दूधनाथ
texion	टैक्सियों
bujurg	बुजुर्ग
eron	एरोन
jaafari	जाफरी
sifaarishen	सिफ़ारिशें
suswadu	सुस्वादु
shared	शेयर्ड
mihrab	मेहराब
across	अक्रॉस
doraemon	डोरेमॉन
provisioning	प्रोविजनिंग
graphene	ग्राफीन
kapaaro	कपारो
taxion	टैक्सियों
jandon	जांघों
coward	कवर्ड
heyran	हैरान
mirjafar	मीरजाफर
nachte	नाचते
jharana	झरना
varmont	वरमोंट
joddnewala	जोड़नेवाला
najarband	नज़रबंद
aayanon	आयनों
barar	बरार
ashcharyon	आश्चर्यों
dikhawa	दिखावा
asangti	असंगति
hastlikhit	हस्तलिखित
riyasaton	रियासतों
jaatiyan	जातियां
tilein	टीलें
dalen	डालें
karaane	कराने
shukranuon	शुक्राणुओं
khaccharon	खच्चरों
parkhe	परखे
daanvon	दानवों
sweating	स्वेटिंग
sambaddata	संबद्धता
bakata	बकता
adhyaynshil	अध्ययनशील
brewing	ब्रूइंग
bhagyvidhaataa	भाग्यविधाता
dikhaye	दिखाए
hashimoto	हाशिमोतो
cheney	चेनी
alarm	अलार्म
marusthaliy	मरूस्थलीय
golabaari	गोलाबारी
jaruratmandon	जरूरतमंदों
prathmikataon	प्राथमिकताओं
viharon	विहारों
stamina	स्टैमिना
dayoday	दयोदय
sughadta	सुघड़ता
preston	प्रेस्टन
barahven	बारहवें
guchcha	गुच्छा
found	फाउंड
manodehik	मनोदैहिक
rajnitikon	राजनीतिकों
shivalik	शिवालिक
malin	मालिन
raah	राह
kalaon	कलाओं
spiders	स्पाइडर्स
rwandan	रवांडा
devices	डिवाइसेज
sadhnon	साधनों
suratgarh	सूरतगढ़
chhotasaa	छोटासा
chandrakar	चंद्राकर
tanne	तानने
shikaragah	शिकारगाह
labana	लबाना
chiraytha	चिरायता
chamkamati	चमचमाती
pukaarte	पुकारते
shradhkaram	श्राद्धकर्म
jeevancharya	जीवनचर्या
bha	भा
pahunchaai	पहुंचाई
kavitayen	कविताएं
kamaleshwar	कमलेश्वर
chandrodaya	चंद्रोदय
insey	इनसे
paramarshdata	परामर्शदाता
fraunhoffer	फ्राउनहोफर
badhaye	बढ़ाए
gyanopadesh	ज्ञानोपदेश
ludhiyanavi	लुधियानवी
kardinal	कार्डिनल
nakamiyab	नाकामियाब
prasav	प्रसव
leisure	लेज़र
alfriend	अल्फ्रेड
jugraaj	जुगराज
mutr	मूत्र
dakshinaayan	दक्षिणायन
banaayi	बनायी
harjit	हरजीत
jisse	जिससे
badmash	बदमाश
mystery	मिस्ट्री
manglagauri	मंगलागौरी
bahuupyogi	बहुउपयोगी
gruhan	गृहण
kavyon	काव्यों
mahakavyon	महाकाव्यों
alpsankyakvad	अल्पसंख्यकवाद
kudal	कुदाल
sansthapkon	संस्थापकों
nashile	नशीले
jurmon	जुर्मों
dasway	दसवें
chaturbhuji	चतुर्भुजी
shifon	शिफॉन
upvas	उपवास
vyavasthapakon	व्यवस्थापकों
pratisthapna	प्रतिस्थापना
viber	वाइबर
nirodhkon	निरोधकों
janchkartaaon	जांचकर्ताओं
ativrishti	अतिवृष्टि
karysthan	कार्यस्थान
badhakar	बढ़कर
senat	सीनेट
todmod	तोड़फोड़
pratikulta	प्रतिकूलता
bhrashtacharion	भ्रष्टाचारियों
rakhega	रखेगा
cyanogen	सायनोजन
devigarh	देवीगढ़
adhikaarkshetra	अधिकारक्षेत्र
apilkarta	अपीलकर्ता
guptchar	गुप्तचर
deepalee	दीपाली
cleveland	क्लीवलैंड
winchi	विंची
vittposhit	वित्तपोषित
deewana	दीवाना
bheetichitra	भित्तिचित्र
regard	रिगार्ड
maanegi	मानेगी
nukilaa	नुकीला
adhikaashan	अधिकाशं
paraadheenataa	पराधीनता
chabayan	चबाएं
tripal	ट्रिपल
dutiriyam	ड्यूटीरियम
dhaarnaaon	धारणाओं
jwaad	जवाद
dhruviya	ध्रुवीय
dirghkaalin	दीर्घकालीन
warsaw	वारसॉ
masudon	मसूड़ों
sinjaar	सिंजार
palas	पलास
muhim	मुहीम
raavi	रावी
gladiator	ग्लैडिएटर
divaliya	दिवालिया
bongaeegaon	बोंगाईगांव
samjhti	समझती
mfill	एमफिल
mharey	म्हारे
guduud	गुड्डू
dealer	डीलर
jamtara	जामताड़ा
rishvatkhori	रिश्वतखोरी
marsalo	मार्सेलो
aadhaarhin	आधारहीन
pighalana	पिघलना
hansta	हंसता
satavalekar	सातवलेकर
prayshit	प्रायश्चित
faile	फैले
trifala	त्रिफला
vibranter	वाइब्रेटर
pagdandi	पगडंडी
sameekaranon	समीकरणों
karmikon	कार्मिकों
storm	स्टॉर्म
phaailon	फाइलों
motoron	मोटरों
samyavaad	साम्यवाद
vadyon	वाद्यों
nautilus	नॉटिलस
pahunchaa	पहुंचा
nishthaon	निष्ठाओं
khaturm	खार्तूम
sahkrmiyon	सहकर्मियों
viewing	व्यूइंग
chatukarita	चाटुकारिता
glob	ग्लोब
lajij	लज़ीज़
purkhon	पुरखों
payer	पेयर
sangitik	सांगीतिक
pushpdant	पुष्पदंत
koodane	कूदने
eplight	एप्लाइड
kuldeepak	कुलदीपक
sudharey	सुधरे
tectonic	टेक्टोनिक
nivarutti	निवृत्ति
geetanjali	गीतांजलि
trac	ट्रेस
gauhatya	गौहत्या
pighal	पिघल
tikakaro	टीकाकारों
policekarmiyon	पुलिसकर्मियों
avsadon	अवसादों
roochiyon	रुचियों
belon	बेलों
nijel	निजेल
senaon	सेनाओं
nikaalane	निकालने
chikki	चिक्की
preshit	प्रेषित
paribhashaon	परिभाषाओं
filmaane	फिल्माने
dorothi	डोरोथी
stephenson	स्टीफेंसन
rajkaron	रजाकारों
kriyanvit	क्रियान्वित
milayen	मिलाएं
kajrare	कजरारे
conch	कोंच
chillata	चिल्लाता
adamiyon	आदमियों
manusmriti	मनुस्मृति
cridaon	क्रीड़ाओं
vishwastariiya	विश्वस्तरीय
shilalekh	शिलालेख
charchon	चर्चों
adya	आद्य
baudhdarm	बौद्धधर्म
bhagyshali	भाग्यशाली
gairkanuni	गैरकानूनी
dhumdham	धूमधाम
sayans	सायंस
akarbanik	अकार्बनिक
kankal	कंकाल
tajatrin	ताजातरीन
deems	डीम्ड
bhabhka	भभका
